date,content,username,tweet_url,reply_count,retweet_count,like_count,verified,followers,content_clean,content_translated
2023-04-07 06:12:08+00:00,"maaf ya sepupu-sepupu, ponakan-ponakan, uang THR kalian tahun ini 20ribuan aja ya.. soalnya THR w mau buat jaga jaga beli tiket coldplay jakarta kalo beneran jadi this year uhuy😃🙏🏼",justiceriots,https://twitter.com/justiceriots/status/1644221498285252608,1,2,3,False,2370,maaf ya sepupusepupu ponakanponakan uang thr kalian tahun ini 20ribuan aja ya soalnya thr mau buat jaga jaga beli tiket coldplay jakarta kalo beneran jadi this year uhuy😃🙏🏼,"Sorry, cousins of cousins of your niece of your money, this year, this year, only 20 thousand, because the THR wants to take care of the Coldplay Jakarta ticket if you really become this year uhuy😃🙏🏼"
2023-04-07 05:45:55+00:00,"❗️GIVEAWAY for EXO-L❗️

Utk Annive EXO Ke 11 🎉
Mimin mau GA lg nih, khusus buat ERINA pastinya 😘

Ada 8 Winner yg bakal Mimin Spin utk mndapatkan:
1.  Spay 25k
2. Spay 15k
3-8. Spay THR

Caranya :
1. Like+RT+Follow
2. Rep caption ""EXO 11th Anniversary""
3. Sertakan bukti SS no.1",Aeringakak,https://twitter.com/Aeringakak/status/1644214903153246211,318,346,423,False,363,❗️giveaway for exol❗️ utk annive exo ke 11 mimin mau ga lg nih khusus buat erina pastinya ada 8 winner yg bakal mimin spin utk mndapatkan 1 spay 25k 2 spay 15k 38 spay thr caranya 1 likertfollow 2 rep caption exo 11th anniversary 3 sertakan bukti ss no1,"❗️GIVIVEAWAY FOR EXOL❗️ For Annive EXO to 11 Mimin, I want it, specifically for Erina, of course there are 8 winners who will mimin spin to get 1 spay 25k 2 spay 15k 38 spay thr How 1 Likertfollow 2 Rep caption EXO 11th Anniversary 3 Include SS proofnumber 1"
2023-04-07 05:40:02+00:00,"work! guys kalo g4jii kalian pas2an di perantauan dan hanya dapet thr 500k dr perusahaan, kalo kalian jd gue, pas pulkam kasih thr ke keponakan atau ngga? soalnya utk beridup disini gue jg kdg utang",worksfess,https://twitter.com/worksfess/status/1644213423704797184,5,1,1,False,615706,work guys kalo g4jii kalian pas2an di perantauan dan hanya dapet thr 500k dr perusahaan kalo kalian jd gue pas pulkam kasih thr ke keponakan atau ngga soalnya utk beridup disini gue jg kdg utang,Work guys if your G4JII is pas2an overseas and only get a THR 500K from the company if you are so Pulkam gives THR to my niece or not the problem is to live here I am also a debt
2023-04-07 05:15:00+00:00,Work! Umur 24 tahun belum pernah ngerasain dapet THR karena belum pernah bertahan kerja di kantor yg sama dari ramadhan ke ramadhan berikutnya🥲🙏,worksfess,https://twitter.com/worksfess/status/1644207122216009729,7,1,9,False,615706,work umur 24 tahun belum pernah ngerasain dapet thr karena belum pernah bertahan kerja di kantor yg sama dari ramadhan ke ramadhan berikutnya🥲🙏,24 -year -old work has never felt a THR because he has never survived work in the same office from Ramadan to Ramadhan next🥲🙏
2023-04-07 04:38:26+00:00,Alhamdulillah udah beres bagi-bagi THR ke pelanggan. Leganyaaaaaaaa. Sekarang tinggal nunggu dapet THR dari supplier. 😌,leleyleley,https://twitter.com/leleyleley/status/1644197919736856578,1,1,3,False,1825,alhamdulillah udah beres bagibagi thr ke pelanggan leganyaaaaaaaa sekarang tinggal nunggu dapet thr dari supplier,"Alhamdulillah, it's been settled for the THR to the reliable customer, now I just have to wait for the THR from the supplier"
2023-04-07 04:18:32+00:00,"Menerima THR dalam bentuk Ovo,Gopay,Shopeepay,Dana,
transfer antar bank juga. menerima No Rek bisa dibicarakan lewat WhatsApp.",Talang_69,https://twitter.com/Talang_69/status/1644192911679184897,9,13,71,False,5320,menerima thr dalam bentuk ovogopayshopeepaydana transfer antar bank juga menerima no rek bisa dibicarakan lewat whatsapp,Receiving THR in the form of Ovo Gopay Shopeepay Interbank Transfer Funds also receive account number can be discussed via WhatsApp
2023-04-07 03:34:14+00:00,"Kami sudah menurunkan tim pengawas yang tersebar di 6 satuan pengawas ketenagakerjaan, harapannya semua perusahaan atau tempat kerja bisa melaksanakan kewajibannya masing-masing terkait THR. 

Posko Pengaduan THR ditutup tanggal 13 Mei 2023, catat ya.",ganjarpranowo,https://twitter.com/ganjarpranowo/status/1644181762766143489,6,17,80,True,3245435,kami sudah menurunkan tim pengawas yang tersebar di 6 satuan pengawas ketenagakerjaan harapannya semua perusahaan atau tempat kerja bisa melaksanakan kewajibannya masingmasing terkait thr posko pengaduan thr ditutup tanggal 13 mei 2023 catat ya,"We have deployed the Supervisory Team spread across the 6 Manpower Supervisory Units, it is hoped that all companies or workplaces can carry out their respective obligations related to THR THR Complaints Post Closed on May 13, 2023"
2023-04-07 03:15:48+00:00,"✨Tanggal merah &amp; Jumat berkah ✨

Hai guys, kali ini di bulan Ramadhan spesial bentar lagi mau lebaran aku mau bagi THR buat 2 orang yang beruntung.
Syarat nya:
1. RT, Like &amp; Follow acc @hn256_
2. Rep dengan meme paling lucu menurut kalian.

Yuk gass &amp; end setelah tarawih!",hn256_,https://twitter.com/hn256_/status/1644177123673006080,17,12,49,False,33802,✨tanggal merah amp jumat berkah hai guys kali ini di bulan ramadhan spesial bentar lagi mau lebaran aku mau bagi thr buat 2 orang yang beruntung syarat nya 1 rt like amp follow acc 2 rep dengan meme paling lucu menurut kalian yuk gass amp end setelah tarawih,"✨ Red dated Amp Friday Blessings hi guys this time in the month of Ramadan special again soon I want Eid I want to share the THR for 2 people who are lucky the conditions are 1 RT Like Follow ACC 2 REP with the funniest memes according to you, Gass Amp End after tarawih"
2023-04-07 02:00:00+00:00,"Jangan lewatkan keseruan promo Shopee Big Ramadan Sale Promo Mudik Terbesar!  ✨

Di Promo Puncak 10-11 April kamu bisa belanja segala kebutuhan kamu dari berbagai brand yang keren banget dengan promo spesial Flash Sale Akbar Rp1, Gratis Ongkir Super Dahsyat, dan THR Kaget 15M!",ShopeeID,https://twitter.com/ShopeeID/status/1644158048292999168,21,55,160,True,907012,jangan lewatkan keseruan promo shopee big ramadan sale promo mudik terbesar di promo puncak 1011 april kamu bisa belanja segala kebutuhan kamu dari berbagai brand yang keren banget dengan promo spesial flash sale akbar rp1 gratis ongkir super dahsyat dan thr kaget 15m,"Don't miss the excitement of the Big Ramadan Sale Shopee promo, the biggest homecoming promo at the Puncak 1011 Promo, you can shop for all your needs from a variety of cool brands with special Flash Sale Akbar promos of Rp1 free postage Super Dahsyat and THR is surprised 15m"
2023-04-07 01:43:23+00:00,"Jika minta maaf saya MAAFKAN
Jika minta THR saya minta maaf",husninidhom,https://twitter.com/husninidhom/status/1644153866894852098,3,43,155,False,50418,jika minta maaf saya maafkan jika minta thr saya minta maaf,If I'm sorry I forgive if I ask for a THR I apologize
2023-04-07 00:53:11+00:00,"Bagi bagi thr buat 5 orang yang nggak puasa hari ini. Caranya retweet, komen &amp; tag dua orang teman kalian, dan follow. Nanti abis buka bakalan di undi
#zonauang #zonajajan #zonaBU #Giveaway",jinlautselatan,https://twitter.com/jinlautselatan/status/1644141232623620096,11,11,5,False,2683,bagi bagi thr buat 5 orang yang nggak puasa hari ini caranya retweet komen amp tag dua orang teman kalian dan follow nanti abis buka bakalan di undi,For THR for 5 people who are not fasting today the way to retweet comments amp tags two of your friends and follow later after opening it going in Undi
2023-04-06 23:20:01+00:00,hope! butuh thr jalur GA teruntuk semua picker dimohon kerjasamanya 🤝🏻,GAHunterFess,https://twitter.com/GAHunterFess/status/1644117786741084160,3,2,0,False,36801,hope butuh thr jalur ga teruntuk semua picker dimohon kerjasamanya 🤝🏻,Hope you need a THR path for not all pickers for cooperation 🤝🏻
2023-04-06 22:19:40+00:00,"GIVE AWAY Saldo  1 JUTA (siapapun boleh ikutan) 

Siapa yg blm dpt thr ? sesuai janji bln lalu aku mau GA lg. pemenangnya 5 orang masing"" 200K. 

syaratnya : 
 Follows my Instagram acount like rt done",Iunatico_feliz,https://twitter.com/Iunatico_feliz/status/1644102599627403266,47,46,42,False,54965,give away saldo 1 juta siapapun boleh ikutan siapa yg blm dpt thr sesuai janji bln lalu aku mau ga lg pemenangnya 5 orang masing 200k syaratnya follows my instagram acount like rt done,Give Away Balance 1 Million Any anyone can follow who hasn't been able to get the year according to the promise then I want to be the winner of 5 people each 200
2023-04-06 22:10:02+00:00,💚 orang doyan amat pada pamer dapet thr atau dikasih pasangannya thr sih.. aku yg jobless ini kan jd sedih ga ada yg ngasih😭🙏🏻,tanyakanrl,https://twitter.com/tanyakanrl/status/1644100177870077952,1,2,3,False,901605,orang doyan amat pada pamer dapet thr atau dikasih pasangannya thr sih aku yg jobless ini kan jd sedih ga ada yg ngasih😭🙏🏻,"People are very fond of showing off the THR or given their partner THR, I'm the Jobless, so it's sad that no one gives"
2023-04-06 21:51:11+00:00,@Vitabliss2 @w170no @kegblgnunfaedh Mereka enak ya lebaran dapet thr gede,krisnodaelan1,https://twitter.com/krisnodaelan1/status/1644095433256611842,1,1,1,False,60,mereka enak ya lebaran dapet thr gede,"They are delicious, Eid get big THR"
2023-04-06 21:50:26+00:00,"Giveaway Saldo Dana 10k buat 1 orang🌻

RT only

via @sweenpi",fit_fitri_sw,https://twitter.com/fit_fitri_sw/status/1644095243791536128,7,319,18,False,1285,giveaway saldo dana 10k buat 1 orang🌻 rt only via,Giveaway 10K Fund Balance for 1 person 🌻 rt only via
2023-04-06 21:11:09+00:00,@GHOSTING_YABANG Demi THr aku reLa menyepong Bosque,hahahingang,https://twitter.com/hahahingang/status/1644085357833756672,5,2,12,False,1877,demi thr aku rela menyepong bosque,For the sake of THR I am willing to keep bosque
2023-04-06 19:54:05+00:00,"Q: Pack , saia honorer 🥹
A: Beberapa daerah sudah menawarkan beberapa solusi .
Ada jang tetap ngasi THR , ada jang meminta ke ASN untuk swadaya , ada jang engga cukup anggaran .
Saia rasa kepsek engga bakal diem adja .
Tinggal gimana para ASN di sana .",pppkguru,https://twitter.com/pppkguru/status/1644065963732779009,4,0,6,False,2932,pack saia honorer beberapa daerah sudah menawarkan beberapa solusi ada jang tetap ngasi thr ada jang meminta ke asn untuk swadaya ada jang engga cukup anggaran saia rasa kepsek engga bakal diem adja tinggal gimana para asn di sana,"SAIA HONORER PACK Some regions have offered several solutions to be still not necessarily THR there is a jang asking to ASN for self -help there is not enough budget that the principal will not be silent, how about the ASN there"
2023-04-06 19:54:04+00:00,"QnA THR ASN Guru .

Q : Pack , saia ASN Guru jang sudah tersertifikasi dan didaerah saia dapat TPP sejuta . Apa saia dapat 50% TPG ??
A : Engga , tapi dapat tambahan 500rb dari 50% tpp

Q: Daerah saia PNS guru ada tpp . P3K nja engga . Tapi saia ada serti . Dapet brp ? 
A: 1.450",pppkguru,https://twitter.com/pppkguru/status/1644065957541974016,13,11,41,False,2932,qna thr asn guru pack saia asn guru jang sudah tersertifikasi dan didaerah saia dapat tpp sejuta apa saia dapat 50 tpg engga tapi dapat tambahan 500rb dari 50 tpp daerah saia pns guru ada tpp p3k nja engga tapi saia ada serti dapet brp 1450,"QNA THR ASN Teacher Pack Saia ASN Teacher Jang has been certified and in the area of SAIA can be a million TPP, what can I get 50 TPG but can be an additional 500 thousand from 50 regional TPPs, SAIA PNS Teachers, there is a P3K TPP, but there is a number of 1450"
2023-04-06 19:26:34+00:00,"@AsmaanDiPari For me thr fv momnt not in bb it's a 2.5 yrs jurny rmbr the 1st fight in bb hus for abdu  whn at ngt pri said let it be anki bb k bad na tu mujhe roz dikhega na main rahpaungi,abb main tujhe waise touch vi nhi krti kuyn ki wo feel hi nhi ati main e wo sab daba dia kuyn ki sab",SnehaSa5447953,https://twitter.com/SnehaSa5447953/status/1644059038240608256,1,1,9,False,21,for me thr fv momnt not in bb its 25 yrs jurny rmbr the 1st fight in bb hus for abdu whn at ngt pri said let it be anki bb bad na tu mujhe roz dikhega na main rahpaungiabb main tujhe waise touch vi nhi krti kuyn ki wo feel hi nhi ati main wo sab daba dia kuyn ki sab,For me thris fv momnt not in bb its 25 yrs jurny rmbr the 1st fight in bb hus for abdu whn at ngt pri said let it be anki bb bad na tu mujhe roz dikhega na maingabb maingiabb maineFeel hi nhi ati main wo sab daba dia kuyn ki sab
2023-04-06 18:27:35+00:00,Siapa yg blm dpt thr ?🧐,Iunatico_feliz,https://twitter.com/Iunatico_feliz/status/1644044193856372737,5,3,4,False,54965,siapa yg blm dpt thr,who hasn't been able to
2023-04-06 18:24:41+00:00,"GIVE AWAY Saldo  1 JUTA (siapapun boleh ikutan) 

Siapa yg blm dpt thr ? sesuai janji bln lalu aku mau GA lg. pemenangnya 5 orang masing"" 200K. 

syaratnya : 
 Mbf Instagram like rt done💛",Iunatico_feliz,https://twitter.com/Iunatico_feliz/status/1644043465721004032,3,7,6,False,54965,give away saldo 1 juta siapapun boleh ikutan siapa yg blm dpt thr sesuai janji bln lalu aku mau ga lg pemenangnya 5 orang masing 200k syaratnya mbf instagram like rt done💛,Give Away Balance 1 Million Any anyone can follow who hasn't been able to get the year according to the promise then I want to be the winner of 5 people each 200
2023-04-06 17:32:03+00:00,"GIVE AWAY Saldo  1 JUTA (siapapun boleh ikutan) 

Siapa yg blm dpt thr ? sesuai janji bln lalu aku mau GA lg. pemenangnya 5 orang masing"" 200K. 

syaratnya : 
 like rt done",Iunatico_feliz,https://twitter.com/Iunatico_feliz/status/1644030220217753613,41,44,45,False,54965,give away saldo 1 juta siapapun boleh ikutan siapa yg blm dpt thr sesuai janji bln lalu aku mau ga lg pemenangnya 5 orang masing 200k syaratnya like rt done,Give Away Balance 1 Million Any anyone can follow who hasn't been able to get the year according to the promise then I want to be the winner of 5 people each 200K conditions like RT Done
2023-04-06 16:21:05+00:00,"Rp500.000 Dana kaget THR 
 ✨ RT LIKe done.",Iunatico_feliz,https://twitter.com/Iunatico_feliz/status/1644012360380588038,5,9,6,False,54965,rp500000 dana kaget thr rt like done,rp500000 dana kaget thr rt like done
2023-04-06 16:20:48+00:00,mauuu giveaway enaknya skincare / makeup / thr aja buat jajan? 🤗,swextdemon,https://twitter.com/swextdemon/status/1644012288389554179,17,0,3,False,25789,mauuu giveaway enaknya skincare makeup thr aja buat jajan,Want to giveaway the delicious skincare makeup THR for snacks
2023-04-06 16:14:12+00:00,"nanti idul fitri aku dapet thrnya gausah uang deh, dapet thr seunghwan jiwoong shanbin debut aja udah seneng, harus paket lengkap 3 orang jangan kurang please aku mohon",makdooongie,https://twitter.com/makdooongie/status/1644010627311239171,1,1,5,False,249,nanti idul fitri aku dapet thrnya gausah uang deh dapet thr seunghwan jiwoong shanbin debut aja udah seneng harus paket lengkap 3 orang jangan kurang please aku mohon,"Later, Eid I can get the THR, I don't bother, I got the Thr Seunghwan Jiwoong Shanbin, just debuting, I have to be happy, I have to pack a complete package of 3 people, don't be less please please, I beg for"
2023-04-06 16:10:34+00:00,ngasih thr ke syp ya bingung,cursedkidd,https://twitter.com/cursedkidd/status/1644009713221394435,1174,112,1274,False,1580292,ngasih thr ke syp ya bingung,"give THR to the syp, confused"
2023-04-06 14:09:33+00:00,@1Na33m @thr_cs @niazi2451 @aminuallah10 @AminChaudhry12 @D3G39 @RGujjar_1 @samijan_1 G han alhumdulliah 🤧😂,UN__Writes,https://twitter.com/UN__Writes/status/1643979260028399616,1,2,4,False,940,han alhumdulliah 🤧😂,hana alhamdulillah 🤧😂
2023-04-06 13:23:13+00:00,"April ini full senyum.. 
Buat kita @muslimGL . 
Uda dosa dihapuskan, dpt pahala, dpt thr pula.. 
Kalo @a_gnostik cuma dpt teh aer🤭",Protestan_GL,https://twitter.com/Protestan_GL/status/1643967598810513411,0,1,6,False,16676,april ini full senyum buat kita uda dosa dihapuskan dpt pahala dpt thr pula kalo cuma dpt teh aer🤭,this April is full of smiles for us to be eliminated to be rewarded and then only tea aer🤭
2023-04-06 13:10:36+00:00,"uang THR nya pake buat beli photobook znn wahahahha😭😭😭😭😭

#ZeeNuNew1stPhotobook 
#ZeeNuNew",nunew_withyou,https://twitter.com/nunew_withyou/status/1643964423646883840,1,1,2,False,235,uang thr nya pake buat beli photobook znn wahahahha😭😭😭😭😭,The THR money uses to buy Photobook Znn Wahahahhacription
2023-04-06 12:58:26+00:00,"📢 Giveaway BERKAH UNTUK ANAK RP THR 

‼️2JT buat 20 orang masing2 100k‼️

caranya rt + like tweet ini + follow akun ini 
• REP : Foto chara sambil senyum 

Siapapun bebas ikut yang penting anak Rp ......
end sampai tanggal 22-23 april
#zonauang #thr2023 //",jwisung02,https://twitter.com/jwisung02/status/1643961360089513986,492,531,478,False,1010,giveaway berkah untuk anak rp thr ‼️2jt buat 20 orang masing2 100k‼️ caranya rt like tweet ini follow akun ini rep foto chara sambil senyum siapapun bebas ikut yang penting anak rp end sampai tanggal 2223 april,Giveaway Blessing for Children RP RP THR‼ ️2Jt for 20 people each 100k‼ ️ How RT Like Tweet Follow this account Rep photo of Chara while smiling anyone who is free to join the important child Rp.
2023-04-06 12:27:59+00:00,inpo thr nya kack,loveyoufikkk,https://twitter.com/loveyoufikkk/status/1643953696232054787,27,2,4,False,9921,inpo thr nya kack,The thrown thrown information is a band
2023-04-06 12:22:39+00:00,"Min, tarik tunai di teller Bank BNI tapi dengan uang baru pecahan 2k, 5k, 10k buat THR apakah bisa?  @BNI @BNICustomerCare",HaiHaf,https://twitter.com/HaiHaf/status/1643952355338235905,47,2,6,False,1320,min tarik tunai di teller bank bni tapi dengan uang baru pecahan 2k 5k 10k buat thr apakah bisa,"Min, cash withdraws at BNI bank tellers but with new money 2k 5k 10k for THR can"
2023-04-06 12:21:59+00:00,"Knp ya yg dpt THR tu kebanyakan anak anak kicikk, pdhl kita yg udh tua tpi blm kerja ini juga perlu🥲",jellypinkbery,https://twitter.com/jellypinkbery/status/1643952188887281664,3,1,2,False,807,knp ya yg dpt thr tu kebanyakan anak anak kicikk pdhl kita yg udh tua tpi blm kerja ini juga perlu🥲,why can you get the THR most of the children kicikk pdhl we are already old but not yet work this is also necessary🥲
2023-04-06 12:20:32+00:00,"@NyaiiBubu Hamas sepertinya setiap tahun menjelang Lebaran berbuat spt itu, mungkin cari THR 🤭",noni_nitha,https://twitter.com/noni_nitha/status/1643951824985264128,3,2,5,False,1640,hamas sepertinya setiap tahun menjelang lebaran berbuat spt itu mungkin cari thr,Hamas seems to be every year before Lebaran doing SPT it might be looking for a THR
2023-04-06 11:37:51+00:00,"Ingat angka di atas itu per tahun, kalau asumsi sebagai gaji bulanan maka dibagi 13 krn ada THR

Contoh DKI Jakarta Rp 301 jt / 13 = Rp 23 juta

Jika gaji gross anda sebelum potong pajak di atas itu, selamat anda di atas rata2, kalau di bawah, mari berusaha lebih keras lagi",Rudiyanto_zh,https://twitter.com/Rudiyanto_zh/status/1643941079979540480,3,5,6,False,14345,ingat angka di atas itu per tahun kalau asumsi sebagai gaji bulanan maka dibagi 13 krn ada thr contoh dki jakarta rp 301 jt 13 rp 23 juta jika gaji gross anda sebelum potong pajak di atas itu selamat anda di atas rata2 kalau di bawah mari berusaha lebih keras lagi,Remember the number above is per year if the assumption as a monthly salary then divided by 13 because there is a THR example of DKI Jakarta Rp. 301 million Rp. 23 million If your gross salary before cutting the tax above is safe.Again
2023-04-06 11:24:22+00:00,@cikicikupawpaw Tunggu mimin dapet THR👍🏼,AlloBankID,https://twitter.com/AlloBankID/status/1643937687077015554,1,1,4,True,3622,tunggu mimin dapet thr👍🏼,Wait for Mimin to get thr.
2023-04-06 11:24:02+00:00,@Quvvatt @prastow @msaid_didu APBN sehat? Tapi giliran byr THR ASN gak full alesan perekonomian Indonesia saat ini yg tdk memungkin membayar THR full,Waras4ever,https://twitter.com/Waras4ever/status/1643937605854302208,3,8,27,False,358,apbn sehat tapi giliran byr thr asn gak full alesan perekonomian indonesia saat ini yg tdk memungkin membayar thr full,APBN is healthy but it is the turn of byr THR ASN is not full of the Indonesian economy at this time which is not possible to pay the full THR
2023-04-06 11:23:08+00:00,@1Na33m @tusiiif @Ashoo____ @niazi2451 @9000Yz_ @GN__007 @thr_cs Nah beeru nah kuj nai hondaa ...bss ab apne aik aik kar ke nahi sahi wala jwb dena hai😂😂...warna 💔🥲,faixxiy,https://twitter.com/faixxiy/status/1643937377965023234,1,3,4,False,1056,nah beeru nah kuj nai hondaa bss ab apne aik aik kar ke nahi sahi wala jwb dena hai😂😂warna 💔🥲,nah beeru nah kuj nai hondaa bss ab apne aik aik kar ke nahi sahi wala jwb dena hai dana hai da hai daarna 💔🥲
2023-04-06 11:21:06+00:00,@1Na33m @tusiiif @Ashoo____ @niazi2451 @9000Yz_ @GN__007 @thr_cs Bssh ALLAH hidayat de ameen 😂😂🤲,faixxiy,https://twitter.com/faixxiy/status/1643936867002220545,1,2,3,False,1056,bssh allah hidayat de ameen 😂😂🤲,BSSH Allah HIDAYAT De Ameen 😂😂🤲
2023-04-06 11:18:49+00:00,@1Na33m @tusiiif @Ashoo____ @niazi2451 @9000Yz_ @GN__007 @thr_cs Heheh bhaii asal me precious cheezein ese he rakh de jati jaisa kah ap hain 💎 sa xiada precious 😂😂,faixxiy,https://twitter.com/faixxiy/status/1643936290251972608,1,3,5,False,1056,heheh bhaii asal me precious cheezein ese he rakh de jati jaisa kah ap hain sa xiada precious 😂😂,Heheh bhaii asal me precious cheezein ese he rakh de jati jaisa kah ap hain sa xiada precious
2023-04-06 11:18:27+00:00,"di grup pd brantem sama kepsek katanya gaada thr karena taun2 lalu gadikasi thr juga. eh nyaut guru lama katanya pernah dikasi thr karpet sama taun kmren lg dpt bingkisan. ksian blom bsa ngerasain thr jd guru tk wkwk. kepseknya aneh, pelit lagi wkwkwkwkwk",deluvanese,https://twitter.com/deluvanese/status/1643936197901955072,1,1,1,False,1327,di grup pd brantem sama kepsek katanya gaada thr karena taun2 lalu gadikasi thr juga eh nyaut guru lama katanya pernah dikasi thr karpet sama taun kmren lg dpt bingkisan ksian blom bsa ngerasain thr jd guru tk wkwk kepseknya aneh pelit lagi wkwkwkwkwk,"in the PD Brantem group and the principal he said there was no THR because then the THR was also a gadikan, eh, the old teacher said he had been given a carpet with the same thing, I could get a gift from the Ksian yet, it could not feel the THR so the Kindergarten teacher was strange again."
2023-04-06 11:17:35+00:00,"Orang lain pada terima THR,kalau aku terima kamu apa adanya kok..",asmarakacau_24,https://twitter.com/asmarakacau_24/status/1643935981064830977,16,33,105,False,1729,orang lain pada terima thrkalau aku terima kamu apa adanya kok,other people receive THR if I accept you as it is
2023-04-06 11:17:30+00:00,@tusiiif @1Na33m @Ashoo____ @niazi2451 @9000Yz_ @GN__007 @thr_cs Hehehe seedha jawab dia naeem bhai ne kuch xiada he seedha wala😂😂,faixxiy,https://twitter.com/faixxiy/status/1643935960403419137,1,3,5,False,1056,hehehe seedha jawab dia naeem bhai ne kuch xiada he seedha wala😂😂,Hehehe Seedha Jawab Dia Naeem Bhai Ne Kuch Xiada He Seedha Wala
2023-04-06 11:15:50+00:00,@1Na33m @tusiiif @Ashoo____ @niazi2451 @9000Yz_ @GN__007 @thr_cs Shayad usa ap sa kuch xiada lagao ho gia tha jo dosri list me dal dia usne😂😂,faixxiy,https://twitter.com/faixxiy/status/1643935542269100032,2,3,5,False,1056,shayad usa ap sa kuch xiada lagao ho gia tha jo dosri list me dal dia usne😂😂,Shayad usa apa kuch xiada lagao ho gia tha jo dosri list me dal dias usnee
2023-04-06 11:14:15+00:00,"Kalau ada perusahaan yang nakal, misal tidak membayar atau mencicil pembayaran THR laporkan saja via Posko THR Jateng 2023. Aduan &amp; konsultasi dapat dilayangkan di no ;  0812 2224 9500 (layanan konsultasi) / 0813 2845 1596 (layanan aduan). Bisa juga lapor via aplikasi @LaporGub_",kominfo_jtg,https://twitter.com/kominfo_jtg/status/1643935142308872192,0,1,3,True,63502,kalau ada perusahaan yang nakal misal tidak membayar atau mencicil pembayaran thr laporkan saja via posko thr jateng 2023 aduan amp konsultasi dapat dilayangkan di no 0812 2224 9500 layanan konsultasi 0813 2845 1596 layanan aduan bisa juga lapor via aplikasi,"If there is a naughty company, for example, not paying or paying payments THR payments, just report via the Jateng 2023 THR post, AMP Consultation complaints can be posted at 0812 2224 9500 Consultation Services 0813 2845 1596 Complaints services can also report via the application"
2023-04-06 11:07:46+00:00,@1Na33m @faixxiy @Ashoo____ @niazi2451 @9000Yz_ @GN__007 @thr_cs Pta nai,tusiiif,https://twitter.com/tusiiif/status/1643933511588380672,1,1,1,False,460,pta nai,Further yes
2023-04-06 11:05:59+00:00,@1Na33m @faixxiy @Ashoo____ @niazi2451 @9000Yz_ @GN__007 @thr_cs Bilkul gussa wali koi bat nai,tusiiif,https://twitter.com/tusiiif/status/1643933063376781314,1,1,2,False,460,bilkul gussa wali koi bat nai,Anything angry
2023-04-06 10:35:25+00:00,"@kegblgnunfaedh Wajib beli beras di mushola tsb. Kebayang kan harga berasnya brapa wkwkw. Gilee udah duit THR, zakat, beras pula. Pada ga takut apa ya. Itu hati nurani ketua mushola yg ttd gimana? Ga mikir kalo ada warga yg terpaksa dan jdi ga ikhlas? Berkah kaga jadi dosa..",YourHunny91,https://twitter.com/YourHunny91/status/1643925371958726656,2,1,7,False,60,wajib beli beras di mushola tsb kebayang kan harga berasnya brapa wkwkw gilee udah duit thr zakat beras pula pada ga takut apa ya itu hati nurani ketua mushola yg ttd gimana ga mikir kalo ada warga yg terpaksa dan jdi ga ikhlas berkah kaga jadi dosa,"must buy rice at the mosque, imagine the price of rice, how much the price of the gilee is already money, the zakat is not afraid of what is the conscience of the mosque chairman who is not thinking if there are residents who are forced and don't be sincere blessing to be a sin."
2023-04-06 10:23:26+00:00,Siapa mau thr dari aku ? Cepet dm yaaaaa,noicelessvgar,https://twitter.com/noicelessvgar/status/1643922354656141312,16,1,11,False,893,siapa mau thr dari aku cepet dm yaaaaa,who wants a THR from me quickly dm yaaaaa
2023-04-06 10:22:26+00:00,"Info soal libur dan cuti bersama udah dapet, info THR kok belum dapet ya👀",TabraklariNih,https://twitter.com/TabraklariNih/status/1643922102909816834,1,3,18,False,3507,info soal libur dan cuti bersama udah dapet info thr kok belum dapet ya👀,"info about holidays and leave together, I have gotten THR info, how come I haven't got it yet"
2023-04-06 10:16:02+00:00,@perencanaahli @PNS_Ababil TPP januari mpe april blm cair di pemdijelata jogja coret... boro2 thr 😂,myshabrina1,https://twitter.com/myshabrina1/status/1643920489998606336,1,1,2,False,217,tpp januari mpe april blm cair di pemdijelata jogja coret boro2 thr,TPP January to April has not been disbursed at the Jogja Pemdijela Coret Boro2 THR
2023-04-06 10:09:01+00:00,"@kegblgnunfaedh Samaa banget. Di komplek ku sekarang ditagih buat thr kebersihan 70k/kk, sebelumnya juga ditagih harus ngasih takjil minimal 40 porsi makanan. Lebih kasian ke yg ga punya uang sih, mana tetangga juga ada yg kerjanya cuma serabutan. Maksudku, kenapa ga seikhlasnya aja 😢",meruwriter,https://twitter.com/meruwriter/status/1643918724091748353,2,1,5,False,103,samaa banget di komplek ku sekarang ditagih buat thr kebersihan 70kkk sebelumnya juga ditagih harus ngasih takjil minimal 40 porsi makanan lebih kasian ke yg ga punya uang sih mana tetangga juga ada yg kerjanya cuma serabutan maksudku kenapa ga seikhlasnya aja,"It's really the same in my complex, now billed for the previous 70kkk cleanliness THR is also billed, I have to give a takjil at least 40 portions of food more sorry to those who don't have money, where there are also neighbors who work only odd jobs."
