date,username,content_clean,content_translated,sentiment
2023-04-06 11:15:50+00:00,faixxiy,shayad usa ap sa kuch xiada lagao ho gia tha jo dosri list me dal dia usne😂😂,Shayad usa apa kuch xiada lagao ho gia tha jo dosri list me dal dias usnee,neutral
2023-04-06 11:14:15+00:00,kominfo_jtg,kalau ada perusahaan yang nakal misal tidak membayar atau mencicil pembayaran thr laporkan saja via posko thr jateng 2023 aduan amp konsultasi dapat dilayangkan di no 0812 2224 9500 layanan konsultasi 0813 2845 1596 layanan aduan bisa juga lapor via aplikasi,"If there is a naughty company, for example, not paying or paying payments THR payments, just report via the Jateng 2023 THR post, AMP Consultation complaints can be posted at 0812 2224 9500 Consultation Services 0813 2845 1596 Complaints services can also report via the application",neutral
2023-04-06 11:07:46+00:00,tusiiif,pta nai,Further yes,neutral
2023-04-06 11:05:59+00:00,tusiiif,bilkul gussa wali koi bat nai,Anything angry,negative
2023-04-06 10:35:25+00:00,YourHunny91,wajib beli beras di mushola tsb kebayang kan harga berasnya brapa wkwkw gilee udah duit thr zakat beras pula pada ga takut apa ya itu hati nurani ketua mushola yg ttd gimana ga mikir kalo ada warga yg terpaksa dan jdi ga ikhlas berkah kaga jadi dosa,"must buy rice at the mosque, imagine the price of rice, how much the price of the gilee is already money, the zakat is not afraid of what is the conscience of the mosque chairman who is not thinking if there are residents who are forced and don't be sincere blessing to be a sin.",neutral
2023-04-06 10:23:26+00:00,noicelessvgar,siapa mau thr dari aku cepet dm yaaaaa,who wants a THR from me quickly dm yaaaaa,neutral
2023-04-06 10:22:26+00:00,TabraklariNih,info soal libur dan cuti bersama udah dapet info thr kok belum dapet ya👀,"info about holidays and leave together, I have gotten THR info, how come I haven't got it yet",neutral
2023-04-06 10:16:02+00:00,myshabrina1,tpp januari mpe april blm cair di pemdijelata jogja coret boro2 thr,TPP January to April has not been disbursed at the Jogja Pemdijela Coret Boro2 THR,neutral
2023-04-06 10:09:01+00:00,meruwriter,samaa banget di komplek ku sekarang ditagih buat thr kebersihan 70kkk sebelumnya juga ditagih harus ngasih takjil minimal 40 porsi makanan lebih kasian ke yg ga punya uang sih mana tetangga juga ada yg kerjanya cuma serabutan maksudku kenapa ga seikhlasnya aja,"It's really the same in my complex, now billed for the previous 70kkk cleanliness THR is also billed, I have to give a takjil at least 40 portions of food more sorry to those who don't have money, where there are also neighbors who work only odd jobs.",negative
2023-04-06 10:05:02+00:00,ddeonghoo_nie,karna kangen banget dah lama ga on disini…aku mau bagi2 saldo aka thr kecilkecilan sebesar 100k buat total 4 org pemenang🥰🫶🏻 syaratnya cukup rt amp rep foto bias kamu aja yaa aku tunggu sampe jam 1900 akan diumumin pemenangnya goodluck🍀,because I really miss it for a long time not on here ... I want to share the balance aka a small thr of 100k for a total of 4 winners.,neutral
2023-04-06 10:02:51+00:00,Nur167_waw4,lebih puyeng org yg kena palak kerja sama mereka engga kasih jatah thr iya engga dikasih bisa jd akan ada kejadian engga enak padahal sdh dr tahun kemarin warga lapor ttg ini ke kepolisian tapi blom ada tindakan tegas,"more pursuing people who are affected by their cooperation with their lovers, yes, yes, yes, I can't be given, so there will be an incident that is not good even though last year the residents reported to the police, but there was no decisive action.",negative
2023-04-06 10:00:17+00:00,adakamiofficial,buat yang belum menang bagibagi thr mingguan terakhir dari adakami akan diumumin hari senin 10 april 2023 besok lho buruan ikutan jangan lupa ada total thr rp24000000 di dan rp45000000 di juga ya,"For those who haven't won for the last weekly THR from Adakami, it will be announced on Monday, April 10, 2023 tomorrow, don't forget, don't forget that there is a total THR of Rp24000000 in and Rp45000000 in too",neutral
2023-04-06 09:41:06+00:00,panjianom102,trs thr itu buat siapa ya mbah,Trs THR is for whom,neutral
2023-04-06 09:34:59+00:00,PNS_Ababil,alhamdulilah klunting thr gaji 100 sudah masuk,Thankfully Klunting Thr Salary 100 is already in,positive
2023-04-06 09:34:34+00:00,Anikk0326,mau pulang kampung jauh jdi sekalian tuker buat thr,Want to go home far away from all for Thr,neutral
2023-04-06 09:34:29+00:00,HadaitFiman,memang kasian jg adek2 santri ini sudah 2 kali lebaran tak bisa kita belikan baju baru hanya thr seadanya krn penggalan dana zakat infaqampshodaqoh nya terbatas yg pulang kerumah jg ternyanta sebagian tdk bisa beli krn keluarga jg tidak mampu dalam doa semoga ada kejaiban,"Indeed, sorry for this santri, we have not been able to buy new clothes twice, only a piece of THR is a fragment of the infaqampshodaqoh zakat fund that is limited to the house, too, some of them cannot buy because the family is also unable to pray.",negative
2023-04-06 09:34:18+00:00,Iunatico_feliz,rp500000 dana kaget thr rt like done,rp500000 dana kaget thr rt like done,neutral
2023-04-06 09:15:37+00:00,MisterPotato_ID,pengumuman mister potato bagi2 thr 🤯👍 pantengin twitt mister besok amigos thr nonstop sampe tanggal 17 april enaknya bagi2 jam berapa ya amigos,Announcement of Mister Potato for Thr 🤯👍 Pantengin Twitt Mister tomorrow Amigos THR Nonstop until April 17 is delicious for what time Amigos,positive
2023-04-06 09:08:00+00:00,RezaAvanluna,sudah waktunya kita semua pasti bertanya2 thr kapan turun,It's time for us all to ask questions when we come down,neutral
2023-04-06 09:01:45+00:00,poempathic,gausah repot repot kado deh aku gamau kado maunya thr sebulan gaji aja,"I don't have to bother the gift, I don't want a gift, I want to have a month's salary for a month",neutral
2023-04-06 08:34:57+00:00,strayselling,ss wtb japan goods yg bisa nyicil 50kbarang samoe lunas ada ga ya😭 nunggu thr cair,"ss wtb japan goods who can install 50k goods until paid off there is or not, wait for the liquid THR",neutral
2023-04-06 08:22:52+00:00,irtikcantik,jadi inget cerita om ku jaman kuliah di ugm kost di tempat jelek atapnya bocor prihatin makan cuma nasi bakwan 1 hampir tiap hari jd tukang cuci mobil dan nyetirin dosennya buat nambah cuan kadang ikut penelitian dosen dapet cuan pernah juga dicopet di bis kurus banget,"so remember my uncle's story in college at UGM boarding in an ugly place the roof leaked to eat, just eating only bakwan rice almost every day so a car wash and driving the lecturer to add cuan sometimes participated",negative
2023-04-06 07:37:58+00:00,FisaumiP,anak kecil thr nya byk pdhal kebutuhan yg dewasa yg lebih bnyk ternyata anak kecil itu mudah kena tipu investasi bodong contoh anak aku semua uang dipegang aku tau tau abis😭😭,"The child is a lot of the lots of adult needs that are more many, it turns out that the child is easy to get tricky investment for the example of my child all the money is held I know after it",neutral
2023-04-06 07:17:40+00:00,its_xoxosa,gw kalau udah punya pendapatan dan kaya aamiin gw bakal bedabedain thr buat yang belum sekolah yang sd smp sma kuliah gw gedein yang anak kuliah 🙏🏻,"if I already have income and rich Aamiin I will be bedabedain THR for those who have not been in school who are in elementary school, high school, my college is big, who is a college child 🙏🏻",positive
2023-04-06 07:05:45+00:00,jjongininie,kenapa thr bocil lebih byk dari orang dewasa padahal yg paling byk kebutuhan orang dewasa😭,Why is there more THR leakage than adults even though the most adult needs are,negative
2023-04-06 06:58:54+00:00,jarangbercanda,jangan lupa bayaran thr karyawan,Don't forget to pay for employee THR,neutral
2023-04-06 06:25:00+00:00,worksfess,work siapa yg thr turun langsung ajuin resign🙏,WORK WHO ARE THR DESTROYED DIRECT AJAIN RESIGN,negative
2023-04-06 06:10:44+00:00,mukkbangkeong,biar ga salah paham emailnya aku kasih abis lebaran ya guys pas lokernya buka hrd baru mau ngolah cvnya abis libur lebaran takut kelewat soalnya tgl2 segini pd sibuk ngurus thr sama ngurusin yg pada resign dulu okay nnti bakal coba kirim di workfess jg kok,"so I don't misunderstand the email, I give me after Eid, guys, guys, when the locker is open, I will just process the CV, after the Eid holiday, I'm afraid of being too too much, because the date is busy taking care of the THR and taking care of the one who resigns it, it's okay, I will try to send it to workfes",neutral
2023-04-06 05:26:14+00:00,agannyi,thr hilalnya udah keliataan blm guys,"the hilaneh is already visible yet, guys",neutral
2023-04-06 05:13:31+00:00,Robert79101717,hallo apakah pengurus rtrw boleh minta2 thr dan benar kelurahan menyetujuinya krn ada kop suratnya,Hello whether the RTRW management may ask for the THR and it is true that the kelurahan agrees because there is a letterhead,neutral
2023-04-06 04:45:50+00:00,KuncoroPan84667,judulnya sudah mendeskreditkan satu pihak driver ojol adalah mitra bukan karyawan jadi perusahaan tidak ada kewajiban untuk memberikan thr,The title has discredited one Ojol driver is a non -employee partner so there is no obligation to provide THR,neutral
2023-04-06 04:35:46+00:00,p4piKRiS,mimin cnn mau kompor2in netijen atau gimana nih🤔 dari jadul juga mitra driver ojol emang gak dapet thr krn statusnya mitra bukan karyawan,Mimin CNN wants to compose netizens or what do I have always been ojol driver partners.,neutral
2023-04-06 04:28:33+00:00,rido_trio,baru tau thr itu di minta minta pake surat pemberitahuan begini kirain thr itu hanya dari pemilik usaha terhadap pegawainya,"just found out that the THR was asked to use a notification letter like this, because the THR was only from the business owner against his employees",negative
2023-04-06 04:18:55+00:00,JungleBlade,pantesan hari ini cerah ternyata thr turun,"No wonder today is bright, it turns out that THR goes down",positive
2023-04-06 03:13:46+00:00,aipsun,udah thr ya guys,Already THR huh guys,neutral
2023-04-06 03:01:22+00:00,sbyfess,ngasih ibuku thr duluan dan pengeluaran berat aku yg tanggung biar ga banyak pikiran soalnya bapakku ga bnr eh malah pagi ini diribetin nenek ku dan omtante ku minta uang katanya gabisa makan🙂 gini amat sandwich gen rek,"gave me my mother first and my heavy expenses were responsible so that there weren't many thoughts because my father didn't bnr eh, instead this morning my grandmother and omtante were asked for money, he said he couldn't eat",negative
2023-04-06 02:51:09+00:00,galantease,jangan datang membawa luka datanglah membawa thr,don't come bring the wound come and bring a thr,neutral
2023-04-06 02:25:01+00:00,worksfess,wrk akhirnya thr cairr gaiss saatnya mencari pekerjaan baruu pengen nunggu bonus tapi kelamaan masih 2 bulan lagi,wrk finally THR LIAHR GAISS is time to find a new job I want to wait for a bonus but over time is still in 2 months,neutral
2023-04-06 01:58:15+00:00,sbyfess,thr mu kapan rek,MU THR WHEN REC,neutral
2023-04-06 01:19:56+00:00,haechaniewatta,thr dia aja ga nyentuh gapok gue as nakes bersyukur aja deh,"Thr, he doesn't just touch my gapok, it is very grateful",positive
2023-04-06 00:38:25+00:00,mftpjo___,buka whatsapp nggk ngarep chat dari siapasiapa lagi cuma ngarep dari seseorang thr buat kamu sudah bapak transfer ya,"Open WhatsApp, I don't want to chat from who else is just NGAREP from someone THR for you, you have transferred",negative
2023-04-06 00:34:15+00:00,YouFive,tiap tahun modus hamas syiah mintain thr ya gini bentar lg ada penggalangan sumbangan,Every year the Hamas Shia mode asked for THR,neutral
2023-04-06 00:23:04+00:00,MHRPZN,manggarai tambah padet asli yang biasanya walau dempetan tapi gak sampek sesek napas gw sekarang milih naik ojol dari kantor jakpus ke rumah bekasi walaupun mahal tapi worth it buat mental gw gapapa mahal thr dah cair wkwk,"Manggarai is added to the original padet which is usually even though it's dipped but not until I breathe now I choose to ride ojol from the Central Jakarta office to Bekasi's house even though it is expensive but worth it for me mentally, it's expensive, THR is already disbursed.",neutral
2023-04-06 00:03:55+00:00,yang_rajin,udah sebulanan lebih gue jadi plt kepala gudang di daerah sini nih daerah emang parah ormas preman warga lokal semua pada minta thr sebagian malah rada maksa lagi seminggu ini tiap hari ada aja yg dateng kasih proposal minta thr,"It's been a month that I have been the Acting Head of the Warehouse in this area, the region is really a severe CSOs for local residents, all of them ask for THR.",neutral
2023-04-05 23:49:05+00:00,satriaoo,pagipagi thr udah masuk aja 😣😣 minggu depan gajian kapan ngeluhnya dong ini😔,"Morning, THR is just in 😣😣 next week pay when you complain about this😔",negative
2023-04-05 23:48:19+00:00,Rainshaa,ga butuh semangat butuhnya thr,No need to be enthusiastic about the need for THR,neutral
2023-04-05 21:24:30+00:00,fauzi_badarudin,kesalahannya 1 rt dan rw bukan unit kerja pemprov dki menggunakan kop surat berlogo jaya raya adalah salah 2 perihal surat pemberitahuan thr isi surat pungutan thr 3 yang ttd seabrek kalo ada pungutan zis sukarela dari kelurahanrt rw cukup kasi liat surat kelurahan,The mistake is 1 RT and RW not the DKI Jakarta Provincial Government Work Unit using the Jaya Raya logo letterhead is one of the Thr Notification Letter of the Contents of THR 3 LETTERS which is signed if there is a voluntary ZIS levy from RW Kelurahan.,neutral
2023-04-05 18:06:57+00:00,sewainmobil_id,kemarin minta gratisan sekarang minta maaf janganjangan besok minta thr…,"Yesterday I asked for free now apologize, don't ask for tomorrow, ask for THR ...",neutral
2023-04-05 17:12:29+00:00,naufalrizkhy,wajar sih menurut gua asal emang buat ngasih thr ke satpam komplek tukang sampah komplek di rt rumah gua juga gini malah kalau rumah gua suka ngasih thr khusus ke satpam komplek diluar iuran thr ini kalau bukan warga yang patungan itu satpam sama kang sampah thrnya dari mana,"Naturally, according to me as long as it is to give a THR to the security guard of the garbage complex complex in the RT my house is also like this, even if my house likes to give a special THR to the security guard outside the THR contribution if it is not a joint venture.",neutral
2023-04-05 15:59:31+00:00,_mrbeee,katanya abis dapet thr mau resign kok udah 3x lebaran masih disitu ajachuaaksss,"he said after getting a THR, I want to resign, how come it's already 3 times that Eid is still there.",negative
2023-04-05 15:53:24+00:00,petrabarus,thr diganti jadi ada sebagian cash sebagian esop ini rada jahat gak sih banyak yang udah ngarep beli ini itu,"THR is replaced so there are some cash some of these esops rather evil, there aren't many who have already bought this",negative
2023-04-05 15:16:19+00:00,blueskyyy88,kalo dapet thr mau langganan mipy langsung gas trobos pegasus sampe mampus,"if you get a THR, you want to subscribe to the mipy directly, the pegasus trobos gas until it is dead",neutral
2023-04-05 14:46:36+00:00,nasijalang,oi bounty hunter nanti ade thr ade kalung teros adebentar cek lok,oi bounty hunter later ade thr ade necklace the teros adebentar check lok,neutral
2023-04-05 14:31:25+00:00,yourp4inkiller,wah kyk kantor aku wkwk kemarin spv bilang “kalo kita ga cepetcepet libur nanti banyak yang minta thr dari ormas sampe desa banyak yang mintain duit mending kita cepetcepet libur” 😂😂😂,"Wow, my office is when yesterday SPV said ""If we don't hurry up and take a lot of holidays, many people ask for THR from mass organizations until many villages ask for money, we better go on a holiday"" 😂😂😂",neutral
2023-04-05 14:16:48+00:00,radeenaptr,ya allah semoga thr gue byk,"O Allah, I hope my THR is byk",neutral
2023-04-05 14:10:58+00:00,KasbiIndo,terjadi pembiaran pada perusahaan yang sudah berkalikali dan bertahuntahun melakukan pelanggaran mana janjimu menaker ida fauziah kalo thr itu harus dibayar full tidak boleh dicicil,There is omission to companies that have been repeated and years of violating where your promise is to Menakar Ida Fauziah if the THR must be paid full should not be paid in installments,negative
2023-04-05 14:10:55+00:00,KasbiIndo,beberapa karyawan pt win bright saat dikonfirmasi mengatakan dengan kompaknya bahwa karyawan butuh kepastian “kami mogok kerja karena upah harus dibayar tanggal 13 diundur tanggal 18 dan itupun belum jelas apalagi uang tunjangan hari raya thr gaji aja belum ada kepastiannya,"Some employees of PT Win Bright when confirmed said that with his comparison that employees need certainty ""We strike because wages must be paid on the 13th postponed on the 18",neutral
2023-04-05 13:02:46+00:00,Maldecena,waduuh ngeri bgt praktek monopolinya wkwk wajib setor thr dan di beri nominal wajib beli beras di musolah matok zakat fitrah per keluarga minimal 3 busettt,Waduuh is horrified by the practice of monopoly required to deposit THR and given a nominal required to buy rice at the Matok Zakat Fitrah per family at least 3 Busettt,negative
2023-04-05 13:00:42+00:00,0tk0il,aku mau bikin shoot video serba serbi perjalanan di desa desa mungil apakah ada pertamina disana gak yes replies wit yor cool desa votos janlup vollovv my son untuk para penjavvap suda disiapken thr kecilkecilan bagi 6 orang kalo thr gedenya nanti deketan leb,"I want to make a shooting video of the Sermbi Trip in the village of the village, is there Pertamina there, not yes replies wit yor cool votos janlup vollovv my son for the penjavvap suda, a small thr.",neutral
2023-04-05 12:49:58+00:00,RyoDMC,dari dulu di rt gw cuma petugas keamanan dan kebersihan aja yang dapet thr warga jg gak keberatan karena tau penghasilan bulanan mereka jg gak seberapa,from the first in the RT I was only a security and cleaning officer who got a THR citizen also did not mind because they knew their monthly income was also not much,neutral
2023-04-05 12:46:16+00:00,masmasjawabgt,mau thr 500rb gakk,Want THR 500 thousand gakk,neutral
2023-04-05 12:01:44+00:00,jaeminpisbar,minta maaf deh ya udah gede gbs ngasih thr lgi gaberes,"I'm sorry, it's already big, I give you any THR, GABERES",neutral
2023-04-05 11:49:36+00:00,Iunatico_feliz,dana kaget thr rt ♥️,Dana was surprised THR RT ♥ ️,positive
2023-04-05 11:25:37+00:00,dopablooo,ini thr buat kamu 2m simpleloh gaada kah,"This is THR for you 2m simple, isn't there",neutral
2023-04-05 11:01:58+00:00,0tk0il,dari bandung ke pelosok negeri bali lewat jakarta kirakira ngabisin bbm berapa liter guyz tebak yes nanti kukirim thr buat 6 orang janlup vollovv my son ya dese milih pemenangnya dari yang memvollovvnya janlup juga ertelikesloveshare thread early thr ini,"From Bandung to remote parts of Bali through Jakarta, I will spend the fuel, how many liters of guyz guess yes later I will send the THR for 6 people Janlup Vollovv My Son, Dese chose the winner from the vollovv of Janlup and Ertelikesloveshare Thread Early Thr",neutral
2023-04-05 11:00:02+00:00,ShopeeID,jangan lewatkan shopee big ramadan sale promo thr terbesar midnight sale 46 april 0000 0300 wib 🤩✨ catat jamnya biar gak ketinggalan promo menarik mulai dari gratis ongkir super dahsyat flash sale akbar rp1 hingga thr kaget 15m,"Don't miss Shopee Big Ramadan Sale Sale, the biggest Midnight Sale promo promo 46 April 0000 0300 WIB 🤩✨ Record the clock so you don't miss the attractive promos starting from the free postage of Super Dahsyat Flash Sale Akbar Rp.",positive
2023-04-05 08:41:26+00:00,CumaDokter,bidan di puskesmas cerita thr lakinya udah cair hayooo tebak profesinya apa yg hari gini gercep bat thrnya,Midwife at the Puskesmas the story of the Thr Laktaknya already liquid Hayooo guessing the profession what is the day like this,neutral
2023-04-05 07:50:02+00:00,worksfess,pns sama isilop udah pada turun thrnya sementara yg work honorer cuma bisa melongo padahal yg input data buat nyairin thr ya yg honorer ini,Civil servants and isilop have come down while those who work honorary can only gawk even though the input of data for this is the honorary,negative
2023-04-05 07:37:49+00:00,myrashafa,ini mah kelewat santai mepet nggak sopan kek dari bahasa tuh nggak sadar kalo lu yg ngutang sorry to say kok bs pede bgt blg “panas ke indomaret” “60 dulu ya sisanya nunggu thr” gws wkwkwk sabar bgt penagihnya,"This is too relaxed, it's not polite from the language, not aware that you owe sorry to say, how come they are so confident, ""it's hot to Indomaret"" ""60 first the rest is waiting for the THR""",negative
2023-04-05 06:56:15+00:00,wifechocohz,padahal buwaaannyyaaakkkk banget bahasan thr yg udah share temen2 hr tiap ramadhan malah ada aja yg share ga heran indo dpt nomor jeblok soal literasi bangsa wkwk,"Even though Buwaaannyyaaakkkk is really the discussion of the THR who already shares friends, every Ramadan, there are even those who share, not surprised that you can get a drop number about the nation's literacy, wkwk",neutral
2023-04-05 06:47:20+00:00,Bukanteguy,mengemis dengan formal sinergi tuh bekerja bersama ini mah yg kerja perusahaan lu kaga ngapangapain terus minta thr kocak makanya kalo mau ringan dan bahagia tuh kerja jangan minta,"begging with formal synergy, working together, this is the one who works your company, you don't want to keep asking for hilarious THR, so if you want to be light and happy",positive
2023-04-05 05:26:59+00:00,cowobangkit,untung thr geus turun euy minggu rek ka bandung rek bukber terus rek sakalian ka pasar baru ka ria busana meli koko dan peci kanggo lebaran,Fortunately thrown weekends want to contact you want to connect with more of the new markets to the new market and peci for the holiday,positive
2023-04-05 05:26:16+00:00,jalurgaza_,negara jatah preman kerja enggak minta jatah thr bikin surat dengan tulisan yang bahkan jelek aja belum mampu bikin cap logo sampai ngeprint surat tapi bisanya malak doang,"State ration of work thugs do not ask for the quota of THR to make a letter with writing that is even ugly, it hasn't been able to make a logo stamp to print a letter but usually it is so bad",negative
2023-04-05 05:16:47+00:00,rahmdess27,waktunya thr time part2 😇✨ saldo 50k untuk 1 orang saldo 25k untuk 2 orang rules for indomy only rt amp like tweet ini reply proof vote yang sedang berlangsung reply streaming ot7 solo member end sukasuka aku good luck,Time Thr Time Part2 😇✨ Balance 50k for 1 person Balance 25k for 2 people Rules for Indomy Only Rt Amp like this ongoing proof vote vote.,neutral
2023-04-05 05:00:01+00:00,ShopeeID,sobat shopee jangan lewatkan belanja di shopee big ramadan sale promo puncak 46 april nikmati flash sale akbar rp1 gratis ongkir super dajsyat dan juga thr kaget 15milyar,Friend Shopee Don't miss Shopping at Shopee Big Ramadan Sale Promo Puncak April 46 Enjoy Flash Sale Akbar Rp1 free postage super -America and also THR is surprised 15M billion,positive
2023-04-05 04:30:42+00:00,arohaconfess,arc buat yang belum beli tiket fancon aku doain kalian pada lancar rejekinya dapet thr yang banyakk dan dimudahin biar bisa ikut fancon yukk kita senengseneng bareng 13 mei nanti🤍,"arc for those who haven't bought fancon tickets, I pray for you to smooth the fortune to get a lot of THR and facilitated so we can join fancon, let's get happy together on May 13th.",positive
2023-04-05 03:29:55+00:00,giginpraginanto,tenaga honorer yang tenaganya dibutuhkan tak mendapat thr komisaris bumn yang kerjanya cuma nongkrong dan tebar hoaks selain digaji tinggi juga mendapat thr 100 benarbenar koplo,honorary staff whose energy is needed does not get a BUMN commissioner THR whose work only hangs out and spreads hoaks besides being paid high also get a 100th THR really Koplo,neutral
2023-04-05 03:06:09+00:00,avakorut,gaji belum habis thr mau cair lagi😩,"The salary has not been used up, the THR wants to be disbursed again😩",negative
2023-04-05 02:40:52+00:00,pejabrut,jangan lupa disisihkan untuk patungan thr honorer zakat dan infaq serta biaya hidup setelah arus balik,Don't forget to be set aside for the Honorary and Infaq Honorary Thr joint venture as well as the cost of living after the reverse flow,neutral
2023-04-05 02:29:35+00:00,ezash,mau kamu pkwt pkwtt ataupun freelance selama kamu udah bekerja lebih dari 1 bulan kamu berhak dapet thr lho anak magang ga dapet yes kecuali sifatnya kebaikan masing2 perusahaan yg mau ngasih ke anak magang,"You want PKWT PKWTT or freelance as long as you have worked for more than 1 month you have the right to get THR, you know, apprentice, you don't get yes except for the goodness of each company that wants to give to an internship",neutral
2023-04-05 02:15:00+00:00,ngalammenfess,thr buat pacar wajib gak oyi,THR for a boyfriend must not be Oyi,neutral
2023-04-05 02:13:27+00:00,PNS_Garis_Lucu,ada yg udah mulai cair thr,Some have started to liquid THR,neutral
2023-04-05 01:40:00+00:00,SmgMenfess2,semangat kerjone ndes sedelok meneh thr cair,The spirit of the springs drowned a while thr liquid,neutral
2023-04-05 01:38:23+00:00,SastroSamin1,honorer itu seperti abdi dalem kraton atau relawan kegiatan sosial tidak ada pos anggaran untuk thr sejak dulu kalo pns dapat thr satu kali gaji separo 50 tpp,Honorary is like a servant of the palace or volunteer social activity there is no budget post for THR for a long time if a civil servant gets a THR one time half a salary of 50 TPP,neutral
2023-04-05 01:04:33+00:00,aewin86,thr asn dipotong 50 tunjangan kinerjanya malah terlalu bermurah hati namanya juga tunjangan kinerja gak ada kinerja gak ada tunjangan cukup gaji pokok aja yang diberikan sbg thr asn,THR ASN is deducted by 50 performance allowances.,neutral
2023-04-04 22:23:02+00:00,wjoko568,breaking news thr ini hanya untuk 8 akun 25k jadi anda jangan terpedaya dengan picknya akun yg berpeluang mendapat thr apabila ada retweet amp replynya okey 🙋‍♂️,Breaking news thr this is only for 8 25k accounts so don't be fooled by picking up an account who has the chance to get a THR when you have a retweet amp reply okay 🙋‍♂️,neutral
2023-04-04 22:02:33+00:00,Eprilia5523,cari thr tambahan gk prduli di bilang pengemis,Find the extra THR gk pruldi in the beggar says,neutral
2023-04-04 21:36:08+00:00,mantriss,di malang ada warga kembali bunuh diri karena teror pinjol pinjol jangankan yang ilegal yang legal saja jika berbunga tinggi akan mematikan sektor riil masyarakat bawah alihalih menjadi penggerak konsumsi uang thr dll lari untuk membayar pinjaman online,"In Malang, there are residents to commit suicide again because of the lending terror, let alone illegal legal only if high flowers will kill the real sector of the community under the mobilization of THR money consumption etc. running to pay online loans",negative
2023-04-04 20:10:18+00:00,Meyonara,hampers udh kelunasin kmrn baju anak udh beres tnggal beli baju buat ibuampadik anak2 tmnku udh sebagian kebagian thr kecil2n tnggal bagiin thr ponakan dikampung aja thx god buat rejekinya dibln lalu smpe detik ini😇,"Hampers already tunicated the clothes of children's clothes, I have been right to buy clothes for my mother, my children are part of a small thing, for the niece, just the niece is in the godor for the fortune to be dibln and then",neutral
2023-04-04 19:54:56+00:00,cavutes,nanti lebaran kalo ga dapet thr yah paling dapet hujatan,Later Eid if you don't get the most blasphemous THR,negative
2023-04-04 19:08:48+00:00,MonCha65938734,tiap tahun anggaran kanthrgaji 13sdh di simpandi bintang koq bisa bisax di ambildi potong2 hanya otak iblis amp jinyg ga ada perasaanx,Every year the Budget Kethr is 13 Salary Salaries are stored in the stars how come it can be taken in cutting only the Brain of the Devil Amp Jinyg there is no feeling,neutral
2023-04-04 16:55:27+00:00,KaumReceh22,kmaren di tempat gw ketangkep 7 orang ngedarin surat permintaan 1 lapak 300 ribu biasa klo mo deket2 lebaran preman minta thr,Yesterday in a place that was arrested 7 people took a request letter of 1 stall 300 thousand ordinary if you want to be close to the Eid thugs asking for THR,negative
2023-04-04 16:44:53+00:00,Cubicel_150KV,sepertinya belum dapat undangan untuk ttd thr,It seems like I haven't got an invitation for TTD THR,negative
2023-04-04 16:38:22+00:00,Cubicel_150KV,kasihan ntr malah lebaran dan dapat thr nasi plus sayur kangkung,Poor ntr instead of Eid and get a THR rice plus vegetable kale,negative
2023-04-04 16:25:15+00:00,Kakyo20554133,sama lagi mikir brpa mo ngisi amplop thr sepupu2 gua ga ngasih ntr julitin kluarga udah keja juga masa ga kasih adk2 ny thrpdhl ada cicilan yg harus bayar 🥹🥹,"It's the same, I think that I will fill in the envelope of the cousin, I don't give me ntr julitin kluarga already, it's also not to give you, there is a installment that has to pay 🥹🥹",neutral
2023-04-04 15:50:22+00:00,anusekaliya,seringkali pemerintah mengatakan memberi thr kepada pns karena faktor pengabdian sekarang aku mau tanya guru honorer itu bukan pengabdian ya padahal pns digaji perbulan dapat fasilitas dan dilindungi hukum lah honorer pancasila itu ada gak sih,"Often the government says giving THR to civil servants because of the service factor now I want to ask the honorary teacher is not dedication, even though civil servants are paid the monthly facilities and the law is protected by the honorary Pancasila, isn't there any",neutral
2023-04-04 15:27:49+00:00,amanajaaaaaa,thr emg jgn ditunggu sih lama bgt weh rasanya,THR EMG Don't wait for a long time,neutral
2023-04-04 14:56:42+00:00,nabiylarisfa,dah lah sedih mulu dari kemarin habis nanya soal pegawai honorer dapet thr apa nggak,already sad first from yesterday I asked about the honorary employee to get a THR or not,negative
2023-04-04 14:33:33+00:00,indomerebus,lebaran tahun iki gak nompo thr gak opo aku tak nompo koe opo anane ae,This year's birth is not thr no matter what I am doing,neutral
2023-04-04 14:16:28+00:00,Maymytan,yeyy alhamdulillah tahun ini bisa kasih thr ke para bocil pake uang baru🤭 soalnya tahun kemaren aku kasih thr gak pake uang baru karna gak dapet tukeran,Yeyy Alhamdulillah this year I can give THR to the leaks using new money,positive
